93	132,308,339,356,548,556,772,836,
94	214,332,355,548,916,
95	180,196,244,516,628,652,683,812,820,990,
96	36,114,180,444,636,820,884,
97	140,636,884,
98	156,380,468,588,684,804,
99	404,659,804,
100	12,180,316,444,644,820,932,
101	108,324,332,444,
102	292,348,412,500,604,665,716,852,853,
103	20,244,587,676,732,
104	20,107,116,124,612,756,900,988,
105	12,100,164,276,348,372,524,684,820,948,
106	12,180,199,489,
107	100,195,220,276,295,572,628,684,892,
108	36,228,444,564,636,644,884,
109	116,204,324,637,740,764,783,916,
110	268,308,564,772,796,844,972,
111	124,132,452,792,
112	36,300,308,636,725,972,
113	20,220,716,900,
114	212,295,356,452,799,824,924,932,948,
115	284,444,484,636,
116	236,364,660,676,964,
117	114,444,610,772,
118	132,196,316,404,412,420,580,714,788,834,
119	68,268,388,972,
120	45,612,628,933,
121	63,461,741,917,
122	125,141,267,492,565,653,685,781,789,
123	389,403,613,717,749,945,
124	32,37,213,293,301,351,477,581,738,742,989,
125	197,301,309,485,597,925,
126	165,245,533,677,893,949,
127	269,365,597,765,
128	186,283,349,405,573,661,669,701,
129	5,37,53,173,437,605,645,813,
130	141,181,229,253,301,389,493,593,685,717,837,925,
131	1,69,917,973,
132	589,821,
133	22,293,469,597,725,733,853,901,981,
134	67,133,243,357,621,637,645,901,
135	77,293,365,477,485,493,593,732,981,
136	13,29,32,661,701,861,875,
137	253,293,389,493,621,717,837,
138	133,141,157,629,701,901,949,
139	61,141,237,341,509,741,781,789,853,
140	85,237,394,397,517,597,613,765,853,
141	21,397,461,605,693,917,
142	93,101,349,493,709,954,
143	53,93,109,117,246,469,661,687,701,709,
144	17,89,121,185,281,345,529,537,553,777,809,913,945,969,
145	56,161,569,793,841,
146	201,369,841,905,
147	166,217,393,403,521,569,793,841,969,
148	273,433,577,705,713,905,953,
149	73,97,745,785,849,
150	105,417,449,495,625,764,
151	117,130,165,245,253,485,597,965,
152	37,45,117,165,245,421,533,551,677,757,
153	13,21,349,405,445,517,597,693,917,973,
154	21,253,301,485,525,693,973,977,981,
155	11,245,277,404,522,533,621,901,949,
156	125,325,581,
157	5,77,157,621,645,759,957,
158	5,87,155,173,292,397,437,
159	141,353,413,509,557,989,
160	157,917,973,
161	453,541,568,645,765,
162	165,245,379,405,413,469,517,869,
163	261,365,373,765,965,
164	245,430,445,677,773,893,973,
165	61,277,717,725,789,805,
166	61,158,165,421,677,917,
167	117,717,749,981,
168	85,133,261,277,357,533,653,678,849,
169	108,581,637,645,
170	29,109,269,309,349,429,525,589,661,757,
171	45,141,173,221,325,445,509,877,893,
172	405,701,829,997,
173	133,253,389,637,653,965,
174	5,37,149,229,837,925,
175	349,397,453,541,589,
176	53,117,199,229,661,685,725,749,
177	129,389,565,773,917,973,
178	110,134,198,338,622,782,
179	486,654,710,998,
180	207,238,318,806,894,910,992,
181	2,134,142,198,318,470,478,502,534,646,654,710,798,894,
182	302,318,414,430,598,638,806,
183	319,335,383,479,
184	351,359,375,495,527,727,767,935,943,999,
185	11,119,127,203,535,572,671,871,
186	31,87,135,247,263,567,711,743,
187	63,79,255,447,719,975,
188	399,535,623,
189	263,551,
190	55,159,271,495,527,615,639,799,839,879,887,927,
191	71,303,343,607,611,727,823,
192	71,79,103,143,287,583,602,607,805,831,853,919,999,
193	175,247,663,711,
194	151,255,448,556,613,641,751,993,
195	15,39,807,889,927,
196	199,287,387,472,639,693,719,759,823,975,
197	63,167,170,207,215,447,567,639,863,889,927,967,
198	119,191,263,287,407,551,714,719,847,911,
199	63,159,271,327,460,631,799,847,879,911,927,
200	39,106,295,447,479,495,631,701,786,999,
201	439,447,647,709,
202	423,439,527,735,767,839,
203	7,95,159,271,303,407,599,787,799,855,
204	311,543,768,791,855,
205	31,135,271,687,703,935,983,
206	63,111,327,527,591,639,799,
207	151,178,199,335,951,
208	70,175,239,572,623,
209	175,479,695,791,855,
210	39,199,375,615,679,
211	208,520,
212	40,48,152,208,288,360,392,464,640,808,856,944,
213	35,120,184,192,248,568,576,928,
214	272,320,440,560,831,
215	8,272,760,856,
216	264,364,522,776,872,904,952,
217	9,313,408,473,961,
218	89,121,185,216,281,308,369,529,537,721,777,793,809,913,
219	30,66,73,97,745,790,849,977,
220	257,281,329,358,593,761,873,977,
221	185,249,561,769,809,929,
222	209,233,262,289,417,448,609,673,889,921,929,
223	0,305,665,791,801,
224	49,129,257,345,385,401,473,705,753,
225	73,112,234,497,753,785,
226	129,153,185,225,249,313,369,761,809,841,873,929,
227	105,185,217,489,593,601,625,801,
228	41,409,564,745,849,
229	15,249,307,345,385,473,817,833,
230	33,105,153,218,327,353,433,681,865,872,
231	25,273,681,769,777,809,921,929,
232	307,338,369,433,513,617,705,804,873,905,958,
233	257,329,401,411,921,
234	41,95,141,217,235,393,593,625,801,980,
235	65,257,273,337,345,361,377,497,513,577,833,849,905,
236	65,388,849,
237	105,202,281,473,529,580,969,
238	145,425,569,801,841,985,
239	9,153,185,195,215,249,449,473,545,681,700,817,873,961,
240	65,193,513,577,705,713,849,905,907,993,
241	121,137,457,489,769,777,913,
242	33,206,289,449,669,681,777,929,941,
243	241,393,409,561,617,801,873,
244	73,97,337,
245	147,321,706,753,817,825,937,
246	33,49,177,233,385,555,609,641,665,689,729,753,841,953,
247	185,228,289,417,449,641,665,769,777,913,
248	89,153,217,277,353,442,681,705,713,961,
249	1,49,137,225,257,569,841,855,873,985,993,
250	369,433,617,641,675,689,705,729,849,873,905,
251	129,145,257,281,489,585,721,
252	65,162,409,505,745,851,977,
253	193,241,377,561,601,617,633,641,649,657,
254	217,418,506,570,586,962,
255	203,234,274,314,346,370,418,546,682,778,
256	34,168,218,274,690,846,962,
257	725,779,810,
258	130,142,226,346,698,770,850,906,922,
259	14,114,226,314,338,418,442,482,578,658,722,778,810,874,
260	26,154,418,538,546,626,
261	42,106,162,202,269,546,682,716,770,778,989,
262	378,427,554,586,774,786,826,978,
263	90,138,442,610,651,682,698,702,
264	162,198,362,379,746,786,856,922,986,
265	10,58,130,202,226,346,698,722,790,
266	36,114,130,394,530,634,746,762,810,826,978,
267	74,201,386,441,466,548,858,978,
268	42,58,162,202,324,602,722,762,946,
269	98,114,130,658,694,810,898,
270	82,178,450,570,602,608,
271	11,202,338,352,354,522,551,602,674,698,714,802,898,
272	82,258,426,493,738,786,
273	58,189,306,544,714,771,804,
274	2,59,74,87,118,474,610,630,674,808,866,
275	88,170,210,354,362,402,858,898,
276	147,218,259,283,498,547,643,795,811,939,
277	179,221,291,387,411,459,475,
278	20,203,251,891,907,
279	283,475,811,899,979,
280	115,131,147,363,594,627,699,771,939,940,
281	243,275,371,499,587,651,723,755,771,776,
282	67,139,187,275,515,715,915,995,
283	27,107,203,331,371,659,714,723,
284	63,99,179,251,451,507,540,555,763,843,875,899,923,928,
285	307,339,435,531,898,964,
286	171,227,443,515,539,603,827,923,987,
287	419,536,787,955,
288	75,203,211,363,523,683,699,811,918,927,
289	115,323,456,467,667,779,
290	27,220,315,427,563,782,907,971,
291	27,75,131,387,547,633,699,829,843,931,
292	107,123,427,435,551,745,851,867,
293	35,185,267,307,483,531,563,771,819,995,
294	35,75,363,495,499,659,731,995,
295	227,251,259,323,435,715,731,
296	323,459,595,
297	27,203,507,587,635,707,723,744,991,
298	59,99,179,235,379,387,431,763,
299	75,327,363,523,531,591,699,771,803,883,931,
300	339,611,683,803,
301	123,386,419,435,811,825,939,
302	257,475,547,691,742,979,
303	51,90,411,702,827,835,859,867,
304	251,291,475,612,811,883,
305	91,347,483,683,866,875,
306	211,363,403,416,430,523,699,939,999,
307	99,840,
308	107,227,251,328,435,451,563,731,966,
309	88,195,259,267,387,507,779,811,
310	35,107,435,935,
311	19,267,363,443,543,595,691,715,779,955,
312	59,219,299,315,851,867,
313	19,187,299,315,331,427,467,499,851,
314	59,123,179,315,334,491,507,563,611,852,907,915,
315	139,203,211,395,939,971,
316	11,147,380,387,483,579,675,
317	83,651,
318	85,563,587,827,891,907,971,
319	19,115,171,443,569,779,859,867,
320	315,379,587,739,821,867,963,
321	124,188,284,332,412,428,780,852,
322	20,124,220,305,324,508,716,889,
323	44,236,452,644,858,
324	228,596,724,
325	68,132,308,551,628,693,844,964,
326	12,164,276,303,348,460,483,588,724,
327	68,268,380,388,460,473,564,644,740,980,
328	76,92,244,284,476,725,813,820,900,924,
329	52,181,276,525,668,884,892,916,924,948,
330	204,344,524,668,764,846,932,
331	156,196,236,308,364,636,720,788,793,815,876,
332	4,12,220,276,404,684,740,804,996,
333	72,444,644,868,908,
334	84,164,396,452,644,836,
335	68,114,156,276,341,572,628,692,820,948,
336	256,356,380,492,772,876,
337	87,135,263,407,567,607,911,975,
338	31,95,115,163,261,463,471,575,703,711,983,
339	15,82,119,143,191,239,463,519,767,991,
340	14,23,79,303,367,378,633,751,839,
341	55,271,293,367,527,570,687,703,911,935,943,
342	103,183,287,335,559,735,751,828,991,
343	207,255,295,439,447,663,863,943,
344	319,335,389,511,
345	191,215,383,423,735,927,
346	7,26,39,50,351,359,535,727,791,855,
347	7,103,183,271,303,467,519,559,791,935,
348	215,311,375,679,887,903,
349	7,87,95,175,215,231,343,359,391,431,759,
350	125,173,389,629,661,690,805,
351	69,109,165,245,253,277,510,900,
352	45,205,325,
353	557,597,677,880,
354	229,373,725,
355	125,309,333,381,605,741,765,846,853,
356	37,117,141,229,493,637,685,709,730,
357	93,205,277,337,341,493,619,626,653,709,781,901,
358	53,381,405,429,501,669,730,797,821,861,885,933,939,
359	5,173,205,325,437,509,973,
360	93,136,141,309,317,437,501,709,933,
361	13,29,109,277,297,349,405,498,620,725,805,829,
362	261,616,661,757,805,861,
363	5,53,157,173,293,437,885,933,
364	86,94,262,322,374,510,527,630,662,758,918,967,
365	23,174,190,374,614,651,710,758,886,942,998,
366	150,254,366,478,494,502,508,566,758,
367	62,150,206,366,398,414,470,526,718,966,974,982,
368	43,590,830,846,
369	246,259,454,502,750,
370	502,590,830,864,982,
371	214,358,366,431,494,550,551,582,726,
372	451,542,780,814,854,918,926,
373	6,326,454,550,710,830,886,
374	44,46,102,118,406,566,694,734,742,
375	70,187,550,566,587,646,654,710,901,958,998,
376	70,118,414,461,526,589,726,750,806,870,926,
377	126,190,318,358,390,702,814,
378	102,178,238,310,358,502,518,646,734,766,
379	39,302,430,542,638,942,950,
380	46,118,126,366,422,596,676,686,870,934,
381	6,62,140,206,469,526,542,590,604,638,726,830,846,926,
382	13,590,638,710,798,926,
383	60,85,270,310,318,534,606,654,934,
384	110,134,350,654,751,782,894,966,
385	6,278,306,326,502,574,726,766,902,926,
386	172,222,550,886,998,
387	134,206,598,622,710,718,825,894,966,
388	21,474,510,542,590,598,638,790,850,878,
389	94,438,478,502,894,966,
390	62,142,382,622,763,782,784,966,
391	3,67,243,323,379,515,539,607,883,
392	275,315,411,421,531,731,
393	411,419,467,505,667,835,859,867,
394	323,411,419,459,755,787,
395	91,203,219,331,499,587,627,707,947,963,
396	51,163,187,323,406,443,515,627,731,779,867,
397	90,411,667,691,715,859,
398	211,443,467,779,787,
399	11,331,515,587,651,699,867,907,971,987,
400	27,139,181,421,587,615,619,715,723,
401	3,155,179,251,355,491,643,789,987,
402	212,851,899,
403	27,203,331,363,659,707,775,879,
404	335,443,659,779,883,955,
405	63,327,447,615,629,639,663,815,879,974,
406	151,239,343,423,511,549,563,
407	231,511,695,708,
408	47,227,257,311,543,951,
409	55,96,109,199,241,415,511,615,687,815,879,903,
410	39,351,352,375,463,495,727,847,929,943,959,
411	312,368,392,432,
412	8,56,72,176,
413	344,424,488,600,744,755,995,
414	256,288,432,808,880,944,
415	56,448,688,
416	32,72,216,236,512,672,720,
417	488,784,806,
418	130,258,288,304,384,512,544,736,776,
419	120,560,592,606,
420	304,312,368,584,736,968,
421	88,293,308,344,608,712,752,840,864,992,
422	136,312,960,
423	0,80,152,464,
424	73,168,336,752,936,992,
425	16,24,336,496,720,984,
426	272,480,608,760,776,888,896,
427	0,112,128,332,560,763,808,
428	138,256,368,912,960,
429	56,128,224,240,424,496,544,616,741,
430	32,64,72,104,216,304,381,987,
431	120,440,448,536,768,808,888,
432	232,302,352,400,440,504,616,632,792,824,885,960,
433	120,592,640,656,856,928,
434	127,487,575,679,743,759,895,919,
435	151,159,207,615,735,799,887,
436	127,198,255,375,535,576,705,711,949,959,
437	7,15,49,95,175,215,231,247,359,391,
438	71,599,605,803,
439	119,287,303,399,759,856,959,975,
440	103,143,303,559,758,783,907,945,
441	71,333,415,519,743,935,999,
442	95,399,665,823,
443	103,287,303,351,567,823,
444	148,243,380,468,956,970,
445	92,128,324,356,508,612,804,892,
446	188,428,532,708,748,836,868,
447	148,196,516,620,836,932,940,964,
448	300,320,332,428,780,856,980,
449	36,420,444,593,636,788,812,836,884,
450	44,188,316,452,708,884,
451	76,140,404,476,508,540,884,
452	164,484,780,
453	44,108,178,190,304,386,444,592,812,
454	396,756,764,
455	93,260,700,
456	38,78,374,774,814,838,
457	30,126,150,174,185,422,702,879,990,
458	86,166,286,374,433,686,918,
459	30,38,126,152,174,190,518,998,
460	78,94,102,308,406,422,558,694,742,990,
461	17,86,422,462,486,606,654,766,890,990,
462	135,335,703,743,
463	194,207,271,623,647,
464	7,127,271,407,517,607,799,
465	215,596,663,705,777,
466	39,255,311,375,415,471,687,935,943,959,
467	39,47,327,615,639,702,903,
468	23,143,535,651,751,831,903,919,
469	207,295,327,434,495,525,591,695,815,879,903,
470	160,199,295,
471	214,318,366,670,750,920,
472	390,438,462,630,632,
473	42,70,116,150,246,710,886,998,
474	142,502,710,798,942,943,998,
475	22,198,614,646,671,713,790,942,950,958,967,998,
476	78,86,270,422,438,728,814,934,
477	102,206,310,318,358,518,558,
478	206,414,838,870,974,982,
479	22,100,133,139,294,510,678,698,902,998,
480	54,303,458,558,582,590,662,726,
481	206,622,662,822,830,918,
482	78,86,104,270,422,462,686,934,
483	121,281,305,329,402,457,489,505,761,857,939,
484	8,57,241,257,393,409,801,
485	47,257,321,345,377,401,665,689,705,713,737,945,953,
486	1,49,113,145,177,217,393,428,569,625,753,801,
487	113,169,233,625,665,673,841,985,
488	73,169,793,
489	113,209,305,408,481,513,608,721,841,873,945,969,
490	281,364,537,585,647,873,897,961,969,
491	324,337,433,499,505,601,617,737,881,
492	57,401,471,489,585,697,
493	73,425,567,641,649,721,753,
494	25,62,185,225,249,321,457,465,697,777,809,
495	81,137,217,507,793,841,877,
496	17,121,385,608,657,745,849,897,969,
497	121,129,238,273,281,329,585,609,665,913,977,
498	33,153,169,449,811,921,929,
499	9,113,217,393,481,569,576,697,801,841,
500	49,137,261,480,484,497,537,609,721,762,945,946,
501	9,41,97,849,
502	121,285,377,401,521,585,993,
503	57,681,873,977,
504	89,185,217,369,549,561,730,777,
505	1,169,217,233,393,424,449,665,801,839,
506	9,121,321,393,473,585,745,873,
507	634,786,826,
508	418,482,602,682,
509	400,538,546,714,770,818,938,
510	98,242,250,826,882,
511	162,194,266,322,467,610,746,770,813,908,978,
512	18,354,386,474,523,658,730,847,
513	122,226,242,306,370,427,682,690,706,770,778,962,978,994,
514	322,466,802,
515	34,330,610,970,
516	130,466,538,546,674,762,
517	106,170,218,242,274,370,386,396,402,562,690,706,770,962,978,
518	50,194,266,319,330,426,538,610,674,746,954,
519	34,170,226,418,562,626,690,899,970,
520	258,411,450,490,514,834,946,970,
521	79,146,354,378,522,554,714,778,
522	26,154,746,874,938,970,
523	42,74,146,252,442,538,554,658,674,732,778,875,
524	18,82,98,130,178,298,354,506,742,914,978,
525	98,282,354,530,626,658,722,810,825,
526	58,178,306,346,370,602,
527	146,554,642,820,826,954,
528	162,538,922,
529	34,186,378,429,458,498,562,706,850,
530	93,138,154,195,282,592,650,810,840,
531	138,186,210,650,666,706,738,802,882,986,
532	58,146,418,554,626,722,778,954,
533	106,194,250,298,354,362,386,453,586,746,994,
534	74,314,370,442,546,554,938,
535	202,282,322,490,730,834,930,
536	90,146,234,554,954,
537	66,124,217,322,464,474,522,618,842,954,986,994,
538	82,178,489,634,642,786,882,946,986,
539	34,170,690,850,954,
540	274,386,402,434,650,754,962,
541	82,242,250,258,318,394,490,530,586,658,810,834,890,978,
542	43,147,256,275,340,347,771,795,827,949,
543	59,99,179,211,355,389,507,643,763,
544	27,443,675,691,
545	3,99,155,194,428,451,491,555,667,675,947,
546	83,91,139,651,
547	35,195,267,435,483,531,731,819,995,
548	19,27,299,459,595,619,
549	9,11,147,339,483,931,
550	59,76,99,179,507,539,611,622,675,827,843,898,923,
551	11,139,187,347,451,531,811,939,
552	155,299,355,539,611,827,891,987,
553	21,49,83,165,267,571,651,698,747,
554	283,307,363,371,683,699,787,803,
555	91,147,267,283,523,547,683,875,899,
556	96,115,259,467,475,691,779,
557	243,291,563,731,
558	99,251,643,899,963,
559	83,203,563,635,789,907,
560	3,243,315,531,568,575,883,963,
561	291,299,475,795,867,
562	139,157,235,355,379,451,555,603,747,827,947,
563	59,147,547,555,667,699,
564	139,259,611,635,643,823,
565	75,472,486,643,
566	51,598,867,950,
567	72,475,779,891,955,987,
568	499,619,731,886,891,
569	3,59,451,507,555,643,651,675,747,
570	267,387,595,619,690,795,843,
571	25,75,131,195,395,579,773,979,
572	27,595,835,
573	139,187,291,411,451,467,779,
574	99,155,291,355,611,659,
575	99,107,227,315,355,563,747,
576	344,435,948,
577	291,427,435,563,715,787,867,
578	43,75,197,203,339,363,371,387,403,462,547,551,683,693,699,771,939,
579	12,108,116,180,228,460,524,539,820,916,
580	388,452,556,644,779,836,852,948,992,
581	138,603,652,705,908,
582	268,324,356,556,700,866,
583	132,148,244,308,924,
584	180,500,576,684,740,796,844,949,996,
585	36,60,300,316,364,580,676,780,873,
586	32,324,508,620,836,
587	396,444,644,868,908,
588	52,654,868,908,
589	180,228,436,660,804,820,
590	92,356,428,780,884,964,
591	284,412,428,780,827,860,868,908,996,
592	164,461,492,532,554,620,764,812,
593	132,148,164,196,492,620,836,887,940,
594	274,396,556,564,836,924,
595	36,196,316,428,636,
596	172,364,428,612,
597	60,222,424,484,812,820,996,
598	84,156,172,348,612,628,692,828,988,
599	468,996,
600	84,132,220,404,699,876,892,916,
601	52,254,565,967,
602	84,220,497,563,778,868,908,
603	20,708,852,924,
604	140,186,260,316,372,380,524,542,
605	356,476,492,508,548,620,700,876,
606	196,436,505,612,788,964,
607	140,148,260,772,972,
608	244,437,468,628,868,
609	132,148,244,308,380,404,536,796,940,
610	212,356,388,668,852,884,932,964,
611	36,89,404,425,572,692,
612	190,196,492,707,
613	156,172,404,484,508,716,756,828,853,956,988,
614	196,260,468,707,924,
615	172,212,423,684,804,933,988,
616	20,76,92,324,540,556,700,708,732,
617	132,396,939,940,964,
618	156,204,348,500,884,
619	361,396,452,492,620,668,708,836,
620	188,204,284,348,412,581,708,812,
621	20,324,674,708,932,
622	108,288,300,324,436,612,676,716,828,
623	141,341,565,685,789,
624	133,151,253,357,365,389,858,925,
625	117,389,421,909,957,
626	5,437,
627	157,173,317,333,437,453,474,589,757,773,
628	253,301,389,405,485,637,893,925,997,
629	136,213,309,341,349,413,493,781,789,805,
630	117,461,692,917,922,973,997,
631	13,69,165,517,573,661,693,949,
632	285,325,509,789,823,845,893,
633	37,45,135,173,261,277,877,933,
634	13,109,349,429,498,573,805,
635	149,184,285,309,349,375,429,605,797,829,861,885,
636	109,349,661,829,
637	165,245,301,365,477,667,725,837,890,925,965,
638	133,141,341,357,533,619,709,989,
639	127,142,150,254,275,390,494,502,510,550,670,678,758,798,958,
640	54,70,154,222,294,494,946,
641	86,134,138,382,542,622,822,878,910,934,
642	54,70,194,582,630,640,838,982,
643	102,118,258,306,574,606,862,
644	142,150,206,294,306,321,350,574,614,782,886,
645	22,30,118,390,734,742,766,
646	62,206,260,326,414,430,517,590,766,846,
647	430,542,598,638,790,
648	46,70,358,414,526,554,590,774,830,950,
649	102,480,838,934,
650	142,150,214,254,478,494,502,566,646,704,750,758,798,894,974,
651	86,286,582,686,814,854,918,
652	222,302,414,430,526,598,822,926,942,960,
653	118,142,254,414,526,550,566,646,798,902,942,993,
654	6,82,102,270,326,518,558,606,686,
655	414,430,498,526,830,846,974,
656	149,262,484,574,590,830,846,
657	158,750,806,854,
658	110,166,334,908,910,
659	46,142,206,366,446,448,470,526,646,798,864,993,998,
660	198,278,294,421,510,566,645,654,
661	94,230,422,659,718,799,918,982,
662	22,182,403,412,430,517,822,910,
663	70,214,494,630,648,774,
664	174,342,534,608,702,772,782,785,870,990,
665	70,86,358,427,686,
666	103,167,495,567,607,631,679,743,831,903,
667	55,115,951,
668	63,297,361,455,679,711,
669	103,575,671,711,831,
670	7,207,279,559,599,607,727,823,855,
671	151,207,327,439,469,511,527,615,639,647,879,
672	207,231,327,383,439,511,639,
673	472,704,712,976,
674	104,340,344,488,656,712,900,968,
675	120,336,472,680,800,848,952,984,
676	352,472,539,568,576,920,
677	136,256,283,336,400,632,752,960,968,
678	600,856,
679	50,192,408,768,976,
680	8,56,104,261,352,485,552,664,824,
681	31,416,720,776,
682	71,143,287,303,341,550,767,
683	303,399,407,567,607,743,823,959,999,
684	19,703,743,983,
685	167,461,583,615,887,
686	79,95,407,447,543,751,975,
687	48,195,383,439,591,784,847,
688	183,191,271,735,799,839,895,
689	15,71,103,343,383,783,895,919,
690	175,503,695,825,847,855,
691	7,95,159,231,303,359,431,655,711,759,791,855,975,
692	135,151,319,427,471,511,623,647,703,743,978,983,
693	291,335,351,558,687,767,935,
694	39,111,207,215,295,429,439,501,663,927,
695	223,303,471,599,631,855,973,
696	248,456,488,568,640,656,817,832,
697	176,272,608,
698	6,254,304,381,592,
699	776,824,
700	40,80,152,182,360,464,
701	132,336,528,
702	296,384,776,888,
703	48,300,328,424,472,840,
704	20,24,136,208,762,900,936,
705	40,248,456,656,736,944,
706	120,182,360,392,720,848,
707	328,552,568,686,688,
708	168,400,467,520,648,
709	108,196,244,364,404,444,636,788,
710	108,172,228,242,244,480,812,900,
711	20,116,220,508,716,756,828,892,
712	276,534,844,
713	44,236,332,441,644,728,836,
714	116,140,146,172,260,484,524,601,620,716,732,756,812,916,
715	140,172,212,260,340,500,604,624,700,
716	28,172,180,244,316,364,436,553,580,787,788,804,
717	268,492,700,876,980,
718	188,292,412,515,540,556,561,796,
719	132,420,556,748,940,
720	35,68,132,284,412,452,500,516,531,876,
721	36,100,324,660,684,692,722,904,956,
722	80,112,219,232,416,656,808,824,872,
723	64,96,104,176,216,264,440,501,624,664,848,896,960,
724	267,424,752,888,
725	0,456,486,520,
726	544,624,
727	150,206,312,336,352,400,416,504,615,696,760,
728	96,288,456,472,520,968,
729	160,624,984,
730	40,80,208,354,
731	33,129,145,161,217,596,873,905,961,964,
732	81,209,225,289,609,705,777,889,929,945,969,
733	81,281,305,329,505,529,553,593,945,969,
734	297,361,417,545,809,921,929,961,
735	65,81,193,209,337,557,849,915,969,
736	25,153,225,417,465,681,713,961,
737	17,33,129,185,265,457,489,833,857,889,912,
738	17,89,137,185,281,457,462,505,529,897,
739	137,433,441,553,594,873,961,
740	49,73,257,545,625,665,985,
741	33,297,361,385,577,681,
742	17,185,217,393,505,571,793,
743	265,369,569,617,729,958,
744	81,202,258,353,433,601,681,683,705,713,905,961,
745	1,193,217,315,665,913,934,986,
746	281,466,505,514,529,553,745,897,969,
747	177,201,369,777,
748	273,353,497,649,835,
749	41,97,145,319,513,745,841,849,
750	119,289,569,665,
751	81,401,513,576,577,689,714,729,
752	113,192,313,377,425,545,625,761,841,873,926,985,
753	57,73,97,145,225,257,372,401,585,665,753,975,985,
754	13,129,161,265,289,457,865,889,937,
755	615,641,649,657,713,905,
756	9,209,345,465,473,525,761,992,
757	41,73,157,425,633,745,753,
758	105,137,185,289,433,681,809,865,
759	83,377,654,673,849,881,921,
760	25,177,225,681,817,865,937,
761	129,131,209,641,769,889,937,
762	1,105,217,601,625,745,793,801,985,
763	281,433,441,490,553,577,681,775,913,952,961,969,
764	136,146,170,210,218,402,498,538,674,770,938,954,
765	114,170,242,531,537,562,570,658,814,878,888,970,978,
766	90,114,138,258,290,450,608,618,666,930,983,
767	10,194,254,266,426,482,618,714,746,802,882,970,
768	10,274,290,295,498,850,898,930,
769	10,66,130,266,298,330,394,506,914,922,
770	234,258,450,474,490,514,594,776,834,932,977,
771	50,154,194,204,266,458,498,738,794,818,882,
772	138,290,450,618,718,834,
773	26,62,66,81,322,330,514,610,618,666,842,
774	322,386,666,738,794,930,979,
775	162,182,266,666,845,946,986,
776	106,186,218,378,410,754,954,986,
777	26,42,146,418,473,509,626,698,
